Date,Year,Month,Day,Time all food in (to match with GPS data),Enclosure,Food Description,Food Type,# Food Buckets,Temperature,Weather,# Ravens Present,Predator/Alarm Call Playback,Food at Wolf/Bear Enclosure,Two Heap Experiment,Novel Person/Object,Hunting/Culling/Construction Work,Feeding in Smaller/Separation Enclosure,# Juveniles Close By,# Juveniles on Ground,Notes
2022/05/13,2022,5,13,,Wild boar,"Bread, pellets",Bread + pellets,1,14.9,3,,0,0,0,0,0,0,NA,NA,
2022/05/18,2022,5,18,,Wild boar,"Bread, pellets, tomatoes",Bread + pellets + vegetables/fruit,1,13.7,1,30,0,0,0,0,0,0,NA,NA,
2022/05/20,2022,5,20,08:12,Wild boar,Bread,Bread,3,19.9,1,,0,0,0,0,0,0,NA,NA,
2022/05/23,2022,5,23,,Wild boar,"Bread, pellets, salad, fish",Bread + pellets + vegetables/fruit + entrails,2,16.1,2,40,0,0,0,0,0,0,NA,NA,
2022/05/24,2022,5,24,,Wild boar,"Bread, fruit, fish",Bread + vegetables/fruit + entrails,3,15.3,2,40,0,0,0,0,0,0,NA,NA,
2022/05/31,2022,5,31,,Wild boar,"Bread, fish",Bread + entrails,2,9.6,1,15,0,0,0,0,0,0,NA,NA,
2022/06/03,2022,6,3,08:37,Wild boar,"Bread, pellets",Bread + pellets,1,17.2,1,15,0,0,0,0,0,0,NA,NA,
2022/06/06,2022,6,6,,Wild boar,Bread,Bread,3,18.2,1,30,0,0,0,0,0,0,NA,2,
2022/06/10,2022,6,10,,Wild boar,"Bread, tomatoes",Bread + vegetables/fruit,1,12.1,4,20,0,0,0,0,0,0,NA,NA,
2022/06/13,2022,6,13,,Wild boar,"Bread, tomatoes, fish",Bread + vegetables/fruit + entrails,3,15.7,2,30,0,0,0,0,0,0,NA,4,
2022/06/14,2022,6,14,,Wild boar,"Bread, fish",Bread + entrails,3,12.9,1,40,0,0,0,0,0,0,NA,2,
2022/06/15,2022,6,15,08:24,Wild boar,Bread,Bread,3,14.3,1,,0,0,0,0,0,0,NA,3,
2022/06/16,2022,6,16,,Wild boar,Bread,Bread,2,18.9,1,40,0,0,0,0,0,0,NA,1,
2022/06/17,2022,6,17,08:42,Wild boar,"Bread, vegetables",Bread + vegetables/fruit,2,,1,,0,0,0,0,0,0,NA,1,
2022/06/27,2022,6,27,,Wild boar,"Bread, kitchen leftovers",Bread + kitchen scraps,2,20.6,1,40,0,0,0,0,0,0,NA,2,
2022/06/28,2022,6,28,,Wild boar,"Bread, tomatoes, pellets, fish entrails",Bread + pellets + vegetables/fruit + entrails,3,17.9,1,30,0,0,0,0,0,0,NA,3,
2022/06/30,2022,6,30,,Wild boar,"Bread, kitchen leftovers, fish entrails",Bread + kitchen scraps + entrails,3,,1,30,0,0,0,0,0,0,NA,2,
2022/07/01,2022,7,1,,Wild boar,Bread,Bread,3,17.6,2,40,0,0,0,0,0,0,NA,2,
2022/07/05,2022,7,5,,Wild boar,"Bread, fish entrails",Bread + entrails,4,16,4,30,0,0,0,0,0,0,NA,2,
2022/07/06,2022,7,6,08:48,Wild boar,"Bread, fish",Bread + entrails,4,17.1,1,40,0,0,0,0,0,0,1,1,
2022/07/07,2022,7,7,,Wild boar,"Bread, kitchen leftovers",Bread + kitchen scraps,3,17.2,2,30,0,0,0,0,0,0,NA,1,
2022/07/08,2022,7,8,08:47,Wild boar,Bread,Bread,3,12.6,2,20,0,0,0,0,0,0,NA,NA,
2022/07/11,2022,7,11,,Wild boar,"Bread, kitchen leftovers, fish entrails",Bread + kitchen scraps + entrails,4,13.9,2,25,0,0,0,0,0,0,NA,NA,
2022/07/12,2022,7,12,08:47,Wild boar,"Bread, fish entrails",Bread + entrails,4,13.8,3,30,0,0,0,0,0,0,NA,NA,
2022/07/13,2022,7,13,,Wild boar,Bread,Bread,4,16.2,1,30,0,0,0,0,0,0,NA,NA,
2022/07/14,2022,7,14,08:36,Wild boar,Bread,Bread,4,19.3,1,10,0,0,0,0,0,0,NA,NA,
2022/07/18,2022,7,18,08:41,Wild boar,"Bread, pellets, fish",Bread + pellets + entrails,3,15.9,1,,0,0,0,0,0,0,NA,NA,
2022/07/21,2022,7,21,,Wild boar,Bread,Bread,3,21,1,40,0,0,0,0,0,0,NA,NA,
2022/07/22,2022,7,22,,Wild boar,Bread,Bread,2,24,1,50,0,0,0,0,0,0,NA,NA,
2022/07/26,2022,7,26,,Wild boar,"Bread, pellets, tomatoes, fish",Bread + pellets + vegetables/fruit + entrails,3,18.1,2,40,0,0,0,0,0,0,NA,2,
2022/07/27,2022,7,27,,Wild boar,"Bread, pellets",Bread + pellets,2,16.8,2,30,0,0,0,0,0,0,NA,3,
2022/07/28,2022,7,28,,Wild boar,"Bread, pellets, salad",Bread + pellets + vegetables/fruit,2,15.4,1,40,0,0,0,0,0,0,NA,3,
2022/07/29,2022,7,29,,Wild boar,"Bread, pellets",Bread + pellets,2,18.5,2,25,0,0,0,0,0,0,NA,2,
2022/08/01,2022,8,1,,Wild boar,"Bread, pellets, tomatoes, entrails",Bread + pellets + vegetables/fruit + entrails,3,19.1,2,35,0,0,0,0,0,0,NA,NA,
2022/08/02,2022,8,2,,Wild boar,"Bread, pellets, tomatoes, fish, entrails",Bread + pellets + vegetables/fruit + entrails,4,17.8,2,50,0,0,0,0,0,0,NA,NA,
2022/08/03,2022,8,3,,Wild boar,"Bread, corn, fish",Bread + vegetables/fruit + entrails,4,17.3,1,45,0,0,0,0,0,0,NA,NA,
2022/08/04,2022,8,4,,Wild boar,"Bread, pellets, salad",Bread + pellets + vegetables/fruit,4,18.8,1,40,0,0,0,0,0,0,NA,NA,
2022/08/05,2022,8,5,,Wild boar,"Bread, pellets",Bread + pellets,3,20.2,1,30,0,0,0,0,0,0,NA,NA,
2022/08/08,2022,8,8,,Wild boar,"Bread, salad, fish, entrails",Bread + vegetables/fruit + entrails,4,15.5,3,50,0,0,0,0,0,0,NA,NA,
2022/08/09,2022,8,9,,Wild boar,"Bread, pellets, fish",Bread + pellets + entrails,3,13.7,1,50,0,0,0,0,0,0,NA,NA,
2022/08/10,2022,8,10,,Wild boar,"Bread, pellets, fish",Bread + pellets + entrails,3,13.7,1,50,0,0,0,0,0,0,NA,NA,
2022/08/12,2022,8,12,,Wild boar,"Bread, pellets",Bread + pellets,2,13.7,1,40,0,0,0,0,0,0,NA,NA,
2022/08/15,2022,8,15,,Wild boar,"Bread, pellets, salad, fish",Bread + pellets + vegetables/fruit + entrails,4,17.3,2,40,0,0,0,0,0,0,NA,NA,
2022/08/16,2022,8,16,,Wild boar,"Bread, meal powder, salad, fish",Bread + vegetables/fruit + entrails,4,16.2,1,50,0,0,0,0,0,0,NA,NA,
2022/08/17,2022,8,17,,Wild boar,Bread,Bread,3,16.8,1,30,0,0,0,0,0,0,NA,NA,
2022/08/18,2022,8,18,,Wild boar,"Bread, fruit, salad",Bread + vegetables/fruit,5,16.9,2,50,0,0,0,0,0,0,NA,NA,
2022/08/22,2022,8,22,,Wild boar,"Bread, pellets, salad, fish",Bread + pellets + vegetables/fruit + entrails,3,15.3,2,40,0,0,0,0,0,0,NA,NA,
2022/08/23,2022,8,23,,Wild boar,"Bread, pellets, fruit, edible powder",Bread + pellets + vegetables/fruit,3,14.6,2,40,0,0,0,0,0,0,NA,NA,
2022/08/24,2022,8,24,,Wild boar,"Bread, edible powder",Bread,2,15.7,2,20,0,1,0,0,0,0,NA,NA,Carcass at wolf enclosure
2022/08/25,2022,8,25,,Wild boar,"Bread, pellets",Bread + pellets,2,14.4,1,30,0,0,0,0,0,0,NA,NA,
2022/08/26,2022,8,26,,Wild boar,"Bread, fruit, pellets",Bread + pellets + vegetables/fruit,3,17.7,2,40,0,0,0,0,0,0,NA,NA,
2022/08/29,2022,8,29,,Wild boar,"Pellets, bread, tomatoes",Bread + pellets + vegetables/fruit,2,16,2,30,0,0,0,0,0,0,NA,NA,
2022/08/30,2022,8,30,,Wild boar,"Bread, tomatoes, pellets",Bread + pellets + vegetables/fruit,3,13.1,1,20,0,0,0,0,0,0,NA,NA,
2022/08/31,2022,8,31,,Wild boar,"Bread, pellets",Bread + pellets,4,14.3,2,30,0,0,0,0,0,0,NA,NA,
2022/09/01,2022,9,1,,Wild boar,"Bread, pellets",Bread + pellets,4,12.9,2,30,0,0,0,0,0,0,NA,NA,
2022/09/02,2022,9,2,,Wild boar,"Bread, pellets, schwedenbomben",Bread + pellets + kitchen scraps,3,8.8,1,40,0,0,0,0,0,0,NA,NA,
2022/09/05,2022,9,5,,Wild boar,"Bread, pellets, ham, tomatoes, fish entrails",Bread + pellets + vegetables/fruit + kitchen scraps + entrails,3,13.1,1,40,0,0,0,0,0,0,NA,NA,
2022/09/06,2022,9,6,,Wild boar,"Bread, fish",Bread + entrails,4,13.3,1,50,0,0,0,0,0,0,NA,NA,
2022/09/07,2022,9,7,,Wild boar,"Pellets, bread, fish",Bread + pellets + entrails,3,15.3,2,40,0,0,0,0,0,0,NA,NA,
2022/09/08,2022,9,8,,Wild boar,Pellets,Pellets,2,15,2,30,0,0,0,0,0,0,NA,NA,
2022/09/09,2022,9,9,,Wild boar,"Pellets, vegetables",Pellets + vegetables/fruit,2,12.1,2,20,0,0,0,0,0,0,NA,NA,
2022/09/10,2022,9,10,,Wild boar,"Bread, pellets, fish entrails, vegetables",Bread + pellets + vegetables/fruit + entrails,4,11.7,2,50,0,0,0,0,0,0,NA,NA,
2022/09/12,2022,9,12,,Wild boar,"Pellets, ravioli, fish",Pellets + kitchen scraps + entrails,2,10.3,2,20,0,0,0,0,0,0,NA,NA,
2022/09/13,2022,9,13,,Wild boar,"Pellets, kitchen leftovers",Pellets + kitchen scraps,2,10,1,50,0,0,0,0,0,0,NA,NA,
2022/09/14,2022,9,14,,Wild boar,"Bread, peanuts",Bread + nuts,2,15.2,2,40,0,0,0,0,0,0,NA,NA,
2022/09/15,2022,9,15,,Wild boar,"Strawberries, sausage, pellets",Pellets + vegetables/fruit + kitchen scraps,2,16.3,3,20,0,1,0,0,0,0,NA,NA,Carcass at wolf enclosure
2022/09/16,2022,9,16,,Wild boar,"Pellets, bread, mushrooms",Bread + pellets + kitchen scraps,2,12,2,40,0,1,0,0,0,0,NA,NA,Carcass at wolf enclosure
2022/09/19,2022,9,19,,Wild boar,"Pellets, tomato, fish, bread",Bread + pellets + vegetables/fruit + entrails,3,6.8,4,40,0,0,0,0,0,0,NA,NA,
2022/09/20,2022,9,20,,Wild boar,"Bread, pellets",Bread + pellets,2,7.6,4,30,0,1,0,0,0,0,NA,NA,Carcass at wolf enclosure
2022/09/21,2022,9,21,,Wild boar,"Bread, pellets",Bread + pellets,2,6.6,2,45,0,0,0,0,0,0,NA,NA,
2022/09/22,2022,9,22,,Wild boar,"Bread, vegetables",Bread + vegetables/fruit,2,3.7,1,40,0,0,0,0,0,0,NA,NA,
2022/09/23,2022,9,23,,Wild boar,Bread,Bread,2,3.3,1,15,0,0,0,0,0,0,NA,NA,
2022/09/24,2022,9,24,,Wild boar,"Bread, kitchen leftovers, fish entrails",Bread + kitchen scraps + entrails,4,8.7,1,15,0,0,0,0,0,0,NA,NA,
2022/09/26,2022,9,26,,Wild boar,"Bread, pellets, entrails",Bread + pellets + entrails,3,10.4,3,25,0,0,0,0,0,0,NA,NA,
2022/09/27,2022,9,27,,Wild boar,Bread,Bread,4,9.2,4,15,0,1,0,0,0,0,NA,NA,Carcass at bear enclosure
2022/09/28,2022,9,28,,Wild boar,"Bread, cheese, tomatoes",Bread + vegetables/fruit + cheese,4,5.7,2,50,0,1,0,0,0,0,NA,NA,Carcass at wolf enclosure
2022/09/29,2022,9,29,,Wild boar,Bread,Bread,4,6.2,2,45,0,1,0,0,0,0,NA,NA,Carcass at wolf enclosure
2022/09/30,2022,9,30,,Wild boar,Bread,Bread,3,8.8,2,50,0,1,0,0,0,0,NA,NA,Carcass at wolf enclosure
2022/10/01,2022,10,1,,Wild boar,"Bread, fish entrails",Bread + entrails,3,10.8,2,40,0,1,0,0,0,0,NA,NA,Carcass at wolf enclosure
2022/10/03,2022,10,3,,Wild boar,"Bread, vegetables, scraps from KLF kitchen",Bread + vegetables/fruit + kitchen scraps,5,10.3,3,35,0,1,0,0,0,0,NA,NA,Carcass at wolf enclosure (almost gone)
2022/10/04,2022,10,4,,Wild boar,"Bread, entrails",Bread + entrails,2,6.6,1,,0,0,0,0,0,0,NA,NA,
2022/10/05,2022,10,5,,Wild boar,"Bread, kitchen leftovers",Bread + kitchen scraps,5,6.3,1,60,0,0,0,0,0,0,NA,NA,
2022/10/06,2022,10,6,,Wild boar,"Bread, vegetables",Bread + vegetables/fruit,4,8.3,1,20,0,1,0,0,0,0,NA,NA,Carcass at wolf enclosure
2022/10/07,2022,10,7,,Wild boar,"Bread, mashed food, pasta",Bread + kitchen scraps,4,8,2,25,0,0,0,0,0,0,NA,NA,
2022/10/10,2022,10,10,,Wild boar,"Bread, mashed food",Bread + kitchen scraps,5,8.6,2,40,0,0,0,0,0,0,NA,NA,
2022/10/11,2022,10,11,,Wild boar,"Bread, mashed food",Bread + kitchen scraps,4,11.4,3,55,0,0,0,0,0,0,NA,NA,
2022/10/12,2022,10,12,,Wild boar,"Bread, kitchen leftovers",Bread + kitchen scraps,4,11.4,2,50,0,0,0,0,0,0,NA,NA,
2022/10/13,2022,10,13,,Wild boar,Bread,Bread,4,10.7,2,40,0,0,0,0,0,0,NA,NA,
2022/10/15,2022,10,15,,Wild boar,"Bread, pellets",Bread + pellets,2,11.3,3,40,0,0,0,0,0,0,NA,NA,
2022/10/17,2022,10,17,,Wild boar,"Bread, pellets, fish, fruit",Bread + pellets + vegetables/fruit + entrails,4,9.3,1,55,0,0,0,0,0,0,NA,NA,
2022/10/18,2022,10,18,,Wild boar,"Bread, pellets",Bread + pellets,4,8.6,1,50,0,0,0,0,0,0,NA,NA,
2022/10/19,2022,10,19,,Wild boar,"Bread, pellets",Bread + pellets,5,13.8,2,40,0,0,0,0,0,0,NA,NA,
2022/10/20,2022,10,20,,Wild boar,"Bread, pellets",Bread + pellets,3,8.6,2,40,0,0,0,0,0,0,NA,NA,
2022/10/21,2022,10,21,,Wild boar,"Bread, pellets, kitchen leftovers",Bread + pellets + kitchen scraps,4,8.8,1,50,0,0,0,0,0,0,NA,NA,
2022/10/22,2022,10,22,,Wild boar,"Bread, pellets, fish",Bread + pellets + entrails,5,8.8,3,40,0,0,0,0,0,0,NA,NA,
2022/10/24,2022,10,24,,Wild boar,"Pellets, fish, kitchen leftovers",Pellets + kitchen scraps + entrails,5,14.2,2,40,0,0,0,0,0,0,NA,NA,
2022/10/25,2022,10,25,,Wild boar,"Bread, pellets, tomato, fish",Bread + pellets + vegetables/fruit + entrails,4,10.7,2,35,0,0,0,0,0,0,NA,NA,
2022/10/26,2022,10,26,,Wild boar,"Bread, pellets",Bread + pellets,2,9.8,2,30,0,0,0,0,0,0,NA,NA,
2022/10/27,2022,10,27,,Wild boar,"Bread, pellets",Bread + pellets,2,9.9,1,30,0,0,0,0,0,0,NA,NA,
2022/10/28,2022,10,28,,Wild boar,"Bread, pellets, kitchen leftovers",Bread + pellets + kitchen scraps,3,9,1,25,0,0,0,0,0,0,NA,NA,
2022/10/30,2022,10,30,,Wild boar,"Bread, fish entrails",Bread + entrails,4,11.2,1,35,0,0,0,0,0,0,NA,NA,
2022/10/31,2022,10,31,08:33,Wild boar,"Pellets, bread, fruit",Bread + pellets + vegetables/fruit,3,9,1,20,0,0,0,0,0,0,NA,NA,
2022/11/01,2022,11,1,,Wild boar,"Bread, kitchen leftovers",Bread + kitchen scraps,2.5,8.2,1,45,0,0,0,0,0,0,NA,NA,
2022/11/02,2022,11,2,08:46,Wild boar,"Pellets, bread",Bread + pellets,3,10.9,2,40,0,0,0,0,0,0,NA,NA,
2022/11/03,2022,11,3,08:47,Wild boar,Bread,Bread,3,5.8,1,30,0,0,0,0,0,0,NA,NA,
2022/11/04,2022,11,4,,Wild boar,"Bread, pellets",Bread + pellets,3,8.3,3,20,0,0,0,0,0,0,NA,NA,
2022/11/05,2022,11,5,,Wild boar,"Bread, pellets, vegetables, fish entrails",Bread + pellets + vegetables/fruit + entrails,4,6,2,30,0,0,0,0,0,0,NA,NA,
2022/11/07,2022,11,7,08:46,Wild boar,"Bread, tomatoes, kitchen leftovers, fish",Bread + vegetables/fruit + kitchen scraps + entrails,3,8.2,1,50,0,1,0,0,0,0,NA,NA,Carcass at wolf enclosure
2022/11/08,2022,11,8,,Wild boar,Bread,Bread,3,3.8,1,30,0,1,0,0,0,0,NA,NA,Carcass at wolf enclosure
2022/11/09,2022,11,9,,Wild boar,"Bread, tomatoes",Bread + vegetables/fruit,3,1.4,1,20,0,0,0,0,0,0,NA,NA,
2022/11/10,2022,11,10,,Wild boar,"Bread, vegetables, kitchen leftovers",Bread + vegetables/fruit + kitchen scraps,3,7.8,3,50,0,0,0,0,0,0,NA,NA,
2022/11/11,2022,11,11,,Wild boar,"Bread, pellets, kitchen leftovers",Bread + pellets + kitchen scraps,3,4.8,1,,0,0,0,0,0,0,NA,NA,
2022/11/12,2022,11,12,08:37,Wild boar,"Bread, tomato, fish, kitchen leftovers",Bread + vegetables/fruit + kitchen scraps + entrails,3,3.5,1,60,0,0,0,0,0,0,NA,NA,
2022/11/13,2022,11,13,08:50,Wild boar,"Bread, fish, kitchen leftovers",Bread + kitchen scraps + entrails,4,0.5,1,50,0,0,0,0,0,0,NA,NA,
2022/11/14,2022,11,14,08:41,Wild boar,"Pellets, kitchen leftovers",Pellets + kitchen scraps,2,3.8,1,40,0,0,0,0,0,0,NA,NA,
2022/11/15,2022,11,15,08:57,Wild boar,"Pellets, bread",Bread + pellets,2,4,1,40,0,0,0,0,0,0,NA,NA,
2022/11/16,2022,11,16,08:39,Wild boar,"Bread, pellets",Bread + pellets,3,2.5,2,50,0,0,0,0,0,0,NA,NA,
2022/11/17,2022,11,17,08:42,Wild boar,"Pellets, bread",Bread + pellets,3,4.6,2,40,0,0,0,0,0,0,NA,NA,
2022/11/18,2022,11,18,08:47,Wild boar,"Bread, pellets",Bread + pellets,4,6.2,3,50,0,0,0,0,0,0,NA,NA,
2022/11/19,2022,11,19,09:39,Wild boar,"Bread, kitchen leftovers",Bread + kitchen scraps,3,4.8,3,70,0,0,0,0,0,0,NA,NA,
2022/11/21,2022,11,21,08:48,Wild boar,"Pellets, bread, kitchen leftovers",Bread + pellets + kitchen scraps,4,5.7,2,50,0,0,0,0,0,0,NA,NA,
2022/11/22,2022,11,22,08:43,Wild boar,"Bread, pellets",Bread + pellets,3,,2,50,0,0,0,0,0,0,NA,NA,
2022/11/23,2022,11,23,08:44,Wild boar,"Bread, pellets",Bread + pellets,3,1.7,2,20,0,0,0,0,0,0,NA,NA,
2022/11/24,2022,11,24,08:47,Wild boar,"Bread, pellets, kitchen leftovers",Bread + pellets + kitchen scraps,4,,2,40,0,0,0,0,0,0,NA,NA,
2022/11/25,2022,11,25,08:41,Wild boar,"Bread, pellets",Bread + pellets,2,0.7,1,30,0,0,0,0,0,0,NA,NA,
2022/11/26,2022,11,26,09:44,Wild boar,"Fish intestines, pellets, bread",Bread + pellets + entrails,3,4.9,2,55,0,0,0,0,0,0,NA,NA,
2022/11/28,2022,11,28,08:41,Wild boar,"Bread, kitchen leftovers, fish intestines",Bread + kitchen scraps + entrails,4,-3.2,2,60,0,0,0,0,0,0,NA,NA,
2022/11/29,2022,11,29,08:40,Wild boar,"Pellets, bread, vegetables",Bread + pellets + vegetables/fruit,3,1.8,3,60,0,0,0,0,0,0,NA,NA,
2022/11/30,2022,11,30,08:46,Wild boar,"Bread, fish",Bread + entrails,4,1.4,2,50,0,0,0,0,0,0,NA,NA,
2022/12/01,2022,12,1,08:41,Wild boar,"Bread, fruit, meal powder, kitchen leftovers",Bread + vegetables/fruit + kitchen scraps,3,1.2,2,40,0,0,0,0,0,0,NA,NA,
2022/12/02,2022,12,2,08:21,Wild boar,Bread,Bread,4,0.2,2,40,0,0,0,0,0,0,NA,NA,
2022/12/06,2022,12,6,08:48,Wild boar,"Bread, tomato, fish, kitchen leftovers",Bread + vegetables/fruit + kitchen scraps + entrails,4,1.8,2,50,0,0,0,0,0,0,NA,NA,
2022/12/07,2022,12,7,08:43,Wild boar,"Bread, meat, vegetables, cheese",Bread + vegetables/fruit + raw meat scraps + cheese,3,1.8,5,60,0,0,0,0,0,0,NA,NA,
2022/12/08,2022,12,8,,Wild boar,"Bread, fruit, fish",Bread + vegetables/fruit + entrails,4,-2.8,1,80,0,0,0,0,0,0,NA,NA,
2022/12/09,2022,12,9,08:51,Wild boar,Bread,Bread,4,-2.8,1,60,0,0,0,0,0,0,NA,NA,
2022/12/10,2022,12,10,09:20,Wild boar,"Bread, pellets, fish",Bread + pellets + entrails,3,0.2,5,50,0,0,0,0,0,0,NA,NA,
2022/12/12,2022,12,12,08:48,Wild boar,"Bread, chicken heads and legs",Bread + raw meat scraps,4,-4.5,5,70,0,0,0,0,0,0,NA,NA,
2022/12/14,2022,12,14,08:43,Wild boar,Fish intestines,Entrails,2,-6.1,2,20,0,0,0,0,1,0,NA,NA,Piglets culled 30 min before feeding
2022/12/15,2022,12,15,08:48,Wild boar,"Bread, fish",Bread + entrails,3,-0.3,2,50,0,0,0,0,0,0,NA,NA,
2022/12/16,2022,12,16,08:46,Wild boar,"Bread, fish, kitchen leftovers",Bread + kitchen scraps + entrails,5,-0.6,2,60,0,0,0,0,0,0,NA,NA,
2022/12/17,2022,12,17,09:11,Wild boar,Bread,Bread,2,-3.3,1,,0,0,0,0,0,0,NA,NA,
2022/12/18,2022,12,18,09:48,Wild boar,"Bread, fish",Bread + entrails,2,-8.9,1,70,0,0,0,0,0,0,NA,NA,
2022/12/19,2022,12,19,08:46,Wild boar,"Bread, vegetables, fish, kitchen leftovers",Bread + vegetables/fruit + kitchen scraps + entrails,4,-6.4,2,70,0,0,0,0,0,0,NA,NA,
2022/12/20,2022,12,20,08:51,Wild boar,"Bread, avocado, entrails",Bread + vegetables/fruit + entrails,5,-5,1,60,0,0,0,0,0,0,NA,NA,
2022/12/21,2022,12,21,08:45,Wild boar,"Bread, fish",Bread + entrails,4,-1.9,2,30,0,0,0,0,0,0,NA,NA,
2022/12/22,2022,12,22,08:46,Wild boar,"Bread, pellets, vegetables, fish",Bread + pellets + vegetables/fruit + entrails,4,3.6,2,80,0,0,0,0,0,0,NA,NA,
2022/12/23,2022,12,23,,Wild boar,"Fruit, bread, pellets",Bread + pellets + vegetables/fruit,3,7.1,3,70,0,0,0,0,0,0,NA,NA,
2022/12/27,2022,12,27,,Wild boar,"Bread, pellets, entrails",Bread + pellets + entrails,4,3.9,2,80,0,0,0,0,0,0,NA,NA,
2022/12/28,2022,12,28,,Wild boar,"Bread, fish",Bread + entrails,3,-0.3,1,70,0,0,0,0,0,0,NA,NA,
2022/12/29,2022,12,29,,Wild boar,"Bread, fish",Bread + entrails,3,1.3,1,70,0,0,0,0,0,0,NA,NA,
2022/12/30,2022,12,30,,Wild boar,"Bread, fruit",Bread + vegetables/fruit,3,3.4,1,70,0,0,0,0,0,0,NA,NA,
2023/01/02,2023,1,2,,Wild boar,"Pellets, fruit, fish",Pellets + vegetables/fruit + entrails,2,4.3,1,60,0,0,0,0,0,0,NA,NA,
2023/01/04,2023,1,4,08:44,Wild boar,Bread,Bread,3,2.1,1,45,0,0,0,0,1,0,NA,NA,Deer culled 30 min before feeding
2023/01/05,2023,1,5,09:00,Wild boar,Bread,Bread,2,12.2,2,40,0,0,0,0,1,0,NA,NA,Ravens still skittish after culling the previous day
2023/01/06,2023,1,6,09:01,Wild boar,"Bread, pellets, fish",Bread + pellets + entrails,3,5.8,1,60,0,0,0,0,0,0,NA,NA,
2023/01/07,2023,1,7,09:01,Wild boar,"Nuts, bread, pellets, fish",Bread + pellets + nuts + entrails,3,2,1,60,0,0,0,0,0,0,NA,NA,
2023/01/09,2023,1,9,08:43,Wild boar,"Pellets, biscuits",Pellets,2,2.1,4,30,0,0,0,0,0,0,NA,NA,
2023/01/10,2023,1,10,08:42,Wild boar,"Pellets, bread",Bread + pellets,1,3.7,2,50,0,0,0,0,0,0,NA,NA,
2023/01/11,2023,1,11,08:43,Wild boar,"Bread, pellets, kitchen leftovers",Bread + pellets + kitchen scraps,3,1.5,2,60,0,0,0,0,0,0,NA,NA,
2023/01/12,2023,1,12,08:39,Wild boar,"Bread, pellets",Bread + pellets,2,2.6,1,50,0,0,0,0,0,0,NA,NA,
2023/01/13,2023,1,13,08:45,Wild boar,"Pellets, bread",Bread + pellets,1,3.9,2,40,0,0,0,0,0,0,NA,NA,
2023/01/16,2023,1,16,08:47,Wild boar,"Bread, pellets",Bread + pellets,2,0.6,1,60,0,0,0,0,0,0,NA,NA,
2023/01/17,2023,1,17,08:46,Wild boar,"Bread, pellets",Bread + pellets,2,1.2,2,50,0,0,0,0,0,0,NA,NA,
2023/01/18,2023,1,18,08:44,Wild boar,"Bread, pellets",Bread + pellets,2,1.8,5,40,0,0,0,0,0,0,NA,NA,
2023/01/19,2023,1,19,08:44,Wild boar,Bread,Bread,3,-1.1,5,50,0,0,0,0,0,0,NA,NA,
2023/01/20,2023,1,20,08:47,Wild boar,"Bread, pellets",Bread + pellets,2,-3.5,5,60,0,0,0,0,0,0,NA,NA,
2023/01/23,2023,1,23,08:50,Wild boar,"Pellets, bread, nuts",Bread + pellets + nuts,2,-2.9,5,60,0,0,0,0,0,0,NA,NA,
2023/01/24,2023,1,24,08:45,Wild boar,"Bread, nuts",Bread + nuts,2,-0.1,2,50,0,0,0,0,0,0,NA,NA,
2023/01/25,2023,1,25,08:42,Wild boar,Bread,Bread,1,-0.3,2,60,0,0,0,0,0,0,NA,NA,
2023/01/26,2023,1,26,08:49,Wild boar,Bread,Bread,2,-1.4,2,60,0,0,0,0,0,0,NA,NA,Time approximate
2023/01/27,2023,1,27,08:47,Wild boar,Bread,Bread,1,-2.4,5,,0,0,0,0,0,0,NA,NA,Time approximate
2023/01/28,2023,1,28,09:43,Wild boar,"Pellets, bread",Bread + pellets,1,-1.8,5,,0,0,0,0,0,0,NA,NA,
2023/01/30,2023,1,30,08:42,Wild boar,Pellets,Pellets,2,-5.4,1,40,0,0,0,0,0,0,NA,NA,
2023/01/31,2023,1,31,08:43,Wild boar,"Pellets, bread, innards",Bread + pellets + entrails,2,2.8,2,50,0,0,0,0,0,0,NA,NA,
2023/02/01,2023,2,1,08:43,Wild boar,"Bread, pellets",Bread + pellets,2,4.8,5,50,0,0,0,0,0,0,NA,NA,
2023/02/02,2023,2,2,08:45,Wild boar,Bread,Bread,2,0.5,6,50,0,0,0,0,0,0,NA,NA,
2023/02/03,2023,2,3,08:44,Wild boar,Bread,Bread,2,5.5,2,60,0,0,0,0,0,0,NA,NA,
2023/02/06,2023,2,6,08:44,Wild boar,"Bread, pellets, fish",Bread + pellets + entrails,2,-7,1,50,0,0,0,0,0,0,NA,NA,
2023/02/07,2023,2,7,08:39,Wild boar,"Bread, pellets, fish",Bread + pellets + entrails,3,-8.5,1,50,0,0,0,0,0,0,NA,NA,
2023/02/08,2023,2,8,08:40,Wild boar,"Bread, powder, fish",Bread + entrails,3,-10.7,1,50,0,0,0,0,0,0,NA,NA,
2023/02/09,2023,2,9,08:41,Wild boar,"Bread, powder",Bread,2,-8.3,1,45,0,0,0,0,0,0,NA,NA,
2023/02/10,2023,2,10,08:51,Wild boar,"Bread, powder",Bread,2,-4,1,35,0,1,0,0,0,0,NA,NA,Carcass at wolf enclosure (new)
2023/02/13,2023,2,13,08:41,Wild boar,"Bread, intestines",Bread + entrails,2,-1.8,1,50,0,0,0,0,0,0,NA,NA,
